Name,Movies,Number of Movies,Url
Ted Danson,['Il faut sauver le soldat Ryan'],1,https://imdb.com/name/nm0001101?ref_=tt_cl_t_10
Roberto Benigni,['La vie est belle'],1,https://imdb.com/name/nm0000905?ref_=tt_cl_t_1
Nicoletta Braschi,['La vie est belle'],1,https://imdb.com/name/nm0000971?ref_=tt_cl_t_2
Giorgio Cantarini,['La vie est belle'],1,https://imdb.com/name/nm0134493?ref_=tt_cl_t_3
Giustino Durano,['La vie est belle'],1,https://imdb.com/name/nm0243842?ref_=tt_cl_t_4
Sergio Bini Bustric,['La vie est belle'],1,https://imdb.com/name/nm0082979?ref_=tt_cl_t_5
Marisa Paredes,['La vie est belle'],1,https://imdb.com/name/nm0004650?ref_=tt_cl_t_6
Horst Buchholz,['La vie est belle'],1,https://imdb.com/name/nm0001976?ref_=tt_cl_t_7
Lidia Alfonsi,['La vie est belle'],1,https://imdb.com/name/nm0019145?ref_=tt_cl_t_8
Giuliana Lojodice,['La vie est belle'],1,https://imdb.com/name/nm0518057?ref_=tt_cl_t_9
Amerigo Fontani,['La vie est belle'],1,https://imdb.com/name/nm0284997?ref_=tt_cl_t_10
Michael Clarke Duncan,['La ligne verte'],1,https://imdb.com/name/nm0003817?ref_=tt_cl_t_2
David Morse,['La ligne verte'],1,https://imdb.com/name/nm0001556?ref_=tt_cl_t_3
Bonnie Hunt,['La ligne verte'],1,https://imdb.com/name/nm0001372?ref_=tt_cl_t_4
James Cromwell,"['La ligne verte', 'L.A. Confidential']",2,https://imdb.com/name/nm0000342?ref_=tt_cl_t_5
Michael Jeter,['La ligne verte'],1,https://imdb.com/name/nm0005052?ref_=tt_cl_t_6
Graham Greene,['La ligne verte'],1,https://imdb.com/name/nm0001295?ref_=tt_cl_t_7
Doug Hutchison,['La ligne verte'],1,https://imdb.com/name/nm0006535?ref_=tt_cl_t_8
Sam Rockwell,"['La ligne verte', '3 Billboards: Les panneaux de la vengeance']",2,https://imdb.com/name/nm0005377?ref_=tt_cl_t_9
Matthew McConaughey,"['Interstellar', 'Le loup de Wall Street']",2,https://imdb.com/name/nm0000190?ref_=tt_cl_t_1
Anne Hathaway,"['Interstellar', 'The Dark Knight Rises']",2,https://imdb.com/name/nm0004266?ref_=tt_cl_t_2
Jessica Chastain,"['Interstellar', 'La couleur des sentiments']",2,https://imdb.com/name/nm1567113?ref_=tt_cl_t_3
Mackenzie Foy,['Interstellar'],1,https://imdb.com/name/nm3237775?ref_=tt_cl_t_4
Ellen Burstyn,"['Interstellar', 'Requiem for a Dream', ""L'Exorciste""]",3,https://imdb.com/name/nm0000995?ref_=tt_cl_t_5
John Lithgow,['Interstellar'],1,https://imdb.com/name/nm0001475?ref_=tt_cl_t_6
Timothée Chalamet,['Interstellar'],1,https://imdb.com/name/nm3154303?ref_=tt_cl_t_7
David Oyelowo,['Interstellar'],1,https://imdb.com/name/nm0654648?ref_=tt_cl_t_8
Collette Wolfe,['Interstellar'],1,https://imdb.com/name/nm2180792?ref_=tt_cl_t_9
Francis X. McCarthy,['Interstellar'],1,https://imdb.com/name/nm0565133?ref_=tt_cl_t_10
Peter Cushing,['La guerre des étoiles'],1,https://imdb.com/name/nm0001088?ref_=tt_cl_t_5
Phil Brown,['La guerre des étoiles'],1,https://imdb.com/name/nm0114436?ref_=tt_cl_t_10
Arnold Schwarzenegger,"['Terminator 2 : Le jugement dernier', 'Terminator']",2,https://imdb.com/name/nm0000216?ref_=tt_cl_t_1
Linda Hamilton,"['Terminator 2 : Le jugement dernier', 'Terminator']",2,https://imdb.com/name/nm0000157?ref_=tt_cl_t_2
Edward Furlong,"['Terminator 2 : Le jugement dernier', 'American History X']",2,https://imdb.com/name/nm0000411?ref_=tt_cl_t_3
Robert Patrick,['Terminator 2 : Le jugement dernier'],1,https://imdb.com/name/nm0001598?ref_=tt_cl_t_4
Earl Boen,"['Terminator 2 : Le jugement dernier', 'Terminator']",2,https://imdb.com/name/nm0091286?ref_=tt_cl_t_5
Joe Morton,['Terminator 2 : Le jugement dernier'],1,https://imdb.com/name/nm0608012?ref_=tt_cl_t_6
S. Epatha Merkerson,['Terminator 2 : Le jugement dernier'],1,https://imdb.com/name/nm0580924?ref_=tt_cl_t_7
Castulo Guerra,['Terminator 2 : Le jugement dernier'],1,https://imdb.com/name/nm0346003?ref_=tt_cl_t_8
Danny Cooksey,['Terminator 2 : Le jugement dernier'],1,https://imdb.com/name/nm0177528?ref_=tt_cl_t_9
Jenette Goldstein,"['Terminator 2 : Le jugement dernier', 'Aliens : Le Retour']",2,https://imdb.com/name/nm0001280?ref_=tt_cl_t_10
Michael J. Fox,['Retour vers le futur'],1,https://imdb.com/name/nm0000150?ref_=tt_cl_t_1
Christopher Lloyd,['Retour vers le futur'],1,https://imdb.com/name/nm0000502?ref_=tt_cl_t_2
Lea Thompson,['Retour vers le futur'],1,https://imdb.com/name/nm0000670?ref_=tt_cl_t_3
Crispin Glover,['Retour vers le futur'],1,https://imdb.com/name/nm0000417?ref_=tt_cl_t_4
Tom Wilson,['Retour vers le futur'],1,https://imdb.com/name/nm0001855?ref_=tt_cl_t_5
Claudia Wells,['Retour vers le futur'],1,https://imdb.com/name/nm0920148?ref_=tt_cl_t_6
Marc McClure,['Retour vers le futur'],1,https://imdb.com/name/nm0566013?ref_=tt_cl_t_7
Wendie Jo Sperber,['Retour vers le futur'],1,https://imdb.com/name/nm0818274?ref_=tt_cl_t_8
George DiCenzo,['Retour vers le futur'],1,https://imdb.com/name/nm0225191?ref_=tt_cl_t_9
Frances Lee McCain,['Retour vers le futur'],1,https://imdb.com/name/nm0564589?ref_=tt_cl_t_10
Daveigh Chase,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0153738?ref_=tt_cl_t_1
Suzanne Pleshette,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0687189?ref_=tt_cl_t_2
Miyu Irino,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0997115?ref_=tt_cl_t_3
Rumi Hiiragi,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0383708?ref_=tt_cl_t_4
Mari Natsuki,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0622412?ref_=tt_cl_t_5
Takashi Naitô,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0619822?ref_=tt_cl_t_6
Yasuko Sawaguchi,['Le voyage de Chihiro'],1,https://imdb.com/name/nm0768005?ref_=tt_cl_t_7
Tatsuya Gashûin,"['Le voyage de Chihiro', 'Le château ambulant']",2,https://imdb.com/name/nm0309107?ref_=tt_cl_t_8
Ryûnosuke Kamiki,"['Le voyage de Chihiro', 'Your Name.', 'Le château ambulant']",3,https://imdb.com/name/nm1126340?ref_=tt_cl_t_9
Yumi Tamai,['Le voyage de Chihiro'],1,https://imdb.com/name/nm1112144?ref_=tt_cl_t_10
Anthony Perkins,['Psychose'],1,https://imdb.com/name/nm0000578?ref_=tt_cl_t_1
Janet Leigh,['Psychose'],1,https://imdb.com/name/nm0001463?ref_=tt_cl_t_2
Vera Miles,['Psychose'],1,https://imdb.com/name/nm0587256?ref_=tt_cl_t_3
John Gavin,['Psychose'],1,https://imdb.com/name/nm0001260?ref_=tt_cl_t_4
John McIntire,['Psychose'],1,https://imdb.com/name/nm0570615?ref_=tt_cl_t_6
Simon Oakland,['Psychose'],1,https://imdb.com/name/nm0643000?ref_=tt_cl_t_7
Frank Albertson,['Psychose'],1,https://imdb.com/name/nm0007214?ref_=tt_cl_t_8
Patricia Hitchcock,['Psychose'],1,https://imdb.com/name/nm0386877?ref_=tt_cl_t_9
Vaughn Taylor,['Psychose'],1,https://imdb.com/name/nm0853299?ref_=tt_cl_t_10
Adrien Brody,"['Le pianiste', 'The Grand Budapest hotel']",2,https://imdb.com/name/nm0004778?ref_=tt_cl_t_1
Thomas Kretschmann,"['Le pianiste', 'La chute']",2,https://imdb.com/name/nm0470981?ref_=tt_cl_t_2
Frank Finlay,['Le pianiste'],1,https://imdb.com/name/nm0277975?ref_=tt_cl_t_3
Emilia Fox,['Le pianiste'],1,https://imdb.com/name/nm0288976?ref_=tt_cl_t_4
Michal Zebrowski,['Le pianiste'],1,https://imdb.com/name/nm0954076?ref_=tt_cl_t_5
Ed Stoppard,['Le pianiste'],1,https://imdb.com/name/nm0832380?ref_=tt_cl_t_6
Maureen Lipman,['Le pianiste'],1,https://imdb.com/name/nm0513520?ref_=tt_cl_t_7
Jessica Kate Meyer,['Le pianiste'],1,https://imdb.com/name/nm0962577?ref_=tt_cl_t_8
Julia Rayner,['Le pianiste'],1,https://imdb.com/name/nm0713469?ref_=tt_cl_t_9
Wanja Mues,['Le pianiste'],1,https://imdb.com/name/nm0611148?ref_=tt_cl_t_10
Jean Reno,['Léon'],1,https://imdb.com/name/nm0000606?ref_=tt_cl_t_1
Natalie Portman,"['Léon', 'V pour vendetta']",2,https://imdb.com/name/nm0000204?ref_=tt_cl_t_3
Danny Aiello,"['Léon', 'Il était une fois en Amérique']",2,https://imdb.com/name/nm0000732?ref_=tt_cl_t_4
Peter Appel,['Léon'],1,https://imdb.com/name/nm0032216?ref_=tt_cl_t_5
Willi One Blood,['Léon'],1,https://imdb.com/name/nm0089112?ref_=tt_cl_t_6
Don Creech,['Léon'],1,https://imdb.com/name/nm0187199?ref_=tt_cl_t_7
Keith A. Glascoe,['Léon'],1,https://imdb.com/name/nm0321798?ref_=tt_cl_t_8
Randolph Scott,['Léon'],1,https://imdb.com/name/nm0779685?ref_=tt_cl_t_9
Michael Badalucco,['Léon'],1,https://imdb.com/name/nm0045937?ref_=tt_cl_t_10
Song Kang-ho,"['Parasite', 'Memories of Murder']",2,https://imdb.com/name/nm0814280?ref_=tt_cl_t_1
Sun-kyun Lee,['Parasite'],1,https://imdb.com/name/nm1310525?ref_=tt_cl_t_2
Cho Yeo-jeong,['Parasite'],1,https://imdb.com/name/nm1856097?ref_=tt_cl_t_3
Choi Woo-sik,['Parasite'],1,https://imdb.com/name/nm6079248?ref_=tt_cl_t_4
So-dam Park,['Parasite'],1,https://imdb.com/name/nm6476224?ref_=tt_cl_t_5
Lee Jeong-eun,['Parasite'],1,https://imdb.com/name/nm7553003?ref_=tt_cl_t_6
Jang Hye-jin,['Parasite'],1,https://imdb.com/name/nm4525883?ref_=tt_cl_t_7
Park Myeong-hoon,['Parasite'],1,https://imdb.com/name/nm3745391?ref_=tt_cl_t_8
Ji-so Jung,['Parasite'],1,https://imdb.com/name/nm7616095?ref_=tt_cl_t_9
Hyun-jun Jung,['Parasite'],1,https://imdb.com/name/nm10700274?ref_=tt_cl_t_10
Matthew Broderick,['Le Roi Lion'],1,https://imdb.com/name/nm0000111?ref_=tt_cl_t_1
Jeremy Irons,['Le Roi Lion'],1,https://imdb.com/name/nm0000460?ref_=tt_cl_t_2
James Earl Jones,"['Le Roi Lion', ""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !"", 'Le Retour du Jedi']",3,https://imdb.com/name/nm0000469?ref_=tt_cl_t_3
Whoopi Goldberg,['Le Roi Lion'],1,https://imdb.com/name/nm0000155?ref_=tt_cl_t_4
Rowan Atkinson,['Le Roi Lion'],1,https://imdb.com/name/nm0000100?ref_=tt_cl_t_5
Niketa Calame-Harris,['Le Roi Lion'],1,https://imdb.com/name/nm0129295?ref_=tt_cl_t_6
Jim Cummings,['Le Roi Lion'],1,https://imdb.com/name/nm0191906?ref_=tt_cl_t_7
Robert Guillaume,['Le Roi Lion'],1,https://imdb.com/name/nm0347039?ref_=tt_cl_t_8
Moira Kelly,['Le Roi Lion'],1,https://imdb.com/name/nm0446702?ref_=tt_cl_t_9
Nathan Lane,['Le Roi Lion'],1,https://imdb.com/name/nm0001447?ref_=tt_cl_t_10
Russell Crowe,"['Gladiator', 'L.A. Confidential', ""Un homme d'exception""]",3,https://imdb.com/name/nm0000128?ref_=tt_cl_t_1
Joaquin Phoenix,"['Gladiator', 'Joker', 'Hôtel Rwanda']",3,https://imdb.com/name/nm0001618?ref_=tt_cl_t_2
Connie Nielsen,['Gladiator'],1,https://imdb.com/name/nm0001567?ref_=tt_cl_t_3
Oliver Reed,['Gladiator'],1,https://imdb.com/name/nm0001657?ref_=tt_cl_t_4
Richard Harris,"['Gladiator', 'Impitoyable']",2,https://imdb.com/name/nm0001321?ref_=tt_cl_t_5
Derek Jacobi,['Gladiator'],1,https://imdb.com/name/nm0001394?ref_=tt_cl_t_6
Djimon Hounsou,['Gladiator'],1,https://imdb.com/name/nm0005023?ref_=tt_cl_t_7
David Schofield,['Gladiator'],1,https://imdb.com/name/nm0774516?ref_=tt_cl_t_8
John Shrapnel,['Gladiator'],1,https://imdb.com/name/nm0795344?ref_=tt_cl_t_9
Tomas Arana,['Gladiator'],1,https://imdb.com/name/nm0032962?ref_=tt_cl_t_10
Beverly D'Angelo,['American History X'],1,https://imdb.com/name/nm0000350?ref_=tt_cl_t_3
Jennifer Lien,['American History X'],1,https://imdb.com/name/nm0000497?ref_=tt_cl_t_4
Ethan Suplee,['American History X'],1,https://imdb.com/name/nm0839486?ref_=tt_cl_t_5
Fairuza Balk,['American History X'],1,https://imdb.com/name/nm0000103?ref_=tt_cl_t_6
Avery Brooks,['American History X'],1,https://imdb.com/name/nm0000984?ref_=tt_cl_t_7
Elliott Gould,['American History X'],1,https://imdb.com/name/nm0001285?ref_=tt_cl_t_8
Stacy Keach,['American History X'],1,https://imdb.com/name/nm0005078?ref_=tt_cl_t_9
William Russ,['American History X'],1,https://imdb.com/name/nm0750916?ref_=tt_cl_t_10
Gabriel Byrne,['Usual Suspects'],1,https://imdb.com/name/nm0000321?ref_=tt_cl_t_2
Chazz Palminteri,['Usual Suspects'],1,https://imdb.com/name/nm0001590?ref_=tt_cl_t_3
Stephen Baldwin,['Usual Suspects'],1,https://imdb.com/name/nm0000286?ref_=tt_cl_t_4
Benicio Del Toro,['Usual Suspects'],1,https://imdb.com/name/nm0001125?ref_=tt_cl_t_5
Kevin Pollak,"['Usual Suspects', 'Casino']",2,https://imdb.com/name/nm0001629?ref_=tt_cl_t_6
Suzy Amis,['Usual Suspects'],1,https://imdb.com/name/nm0000751?ref_=tt_cl_t_8
Giancarlo Esposito,['Usual Suspects'],1,https://imdb.com/name/nm0002064?ref_=tt_cl_t_9
Dan Hedaya,['Usual Suspects'],1,https://imdb.com/name/nm0000445?ref_=tt_cl_t_10
Mark Wahlberg,['Les infiltrés'],1,https://imdb.com/name/nm0000242?ref_=tt_cl_t_4
Martin Sheen,"['Les infiltrés', 'Apocalypse Now', 'Arrête-moi si tu peux', 'Gandhi']",4,https://imdb.com/name/nm0000640?ref_=tt_cl_t_5
Ray Winstone,['Les infiltrés'],1,https://imdb.com/name/nm0935653?ref_=tt_cl_t_6
Vera Farmiga,['Les infiltrés'],1,https://imdb.com/name/nm0267812?ref_=tt_cl_t_7
Anthony Anderson,['Les infiltrés'],1,https://imdb.com/name/nm0026364?ref_=tt_cl_t_8
Alec Baldwin,['Les infiltrés'],1,https://imdb.com/name/nm0000285?ref_=tt_cl_t_9
Kevin Corrigan,['Les infiltrés'],1,https://imdb.com/name/nm0180984?ref_=tt_cl_t_10
Hugh Jackman,"['Le Prestige', 'Prisoners', 'Logan']",3,https://imdb.com/name/nm0413168?ref_=tt_cl_t_2
Scarlett Johansson,"['Le Prestige', 'Avengers: Infinity War', 'Avengers: Endgame']",3,https://imdb.com/name/nm0424060?ref_=tt_cl_t_3
Piper Perabo,['Le Prestige'],1,https://imdb.com/name/nm0005305?ref_=tt_cl_t_5
Rebecca Hall,['Le Prestige'],1,https://imdb.com/name/nm0356017?ref_=tt_cl_t_6
Samantha Mahurin,['Le Prestige'],1,https://imdb.com/name/nm2195817?ref_=tt_cl_t_7
David Bowie,['Le Prestige'],1,https://imdb.com/name/nm0000309?ref_=tt_cl_t_8
Daniel Davis,['Le Prestige'],1,https://imdb.com/name/nm0204425?ref_=tt_cl_t_10
Humphrey Bogart,"['Casablanca', 'Le Trésor de la Sierra Madre']",2,https://imdb.com/name/nm0000007?ref_=tt_cl_t_1
Ingrid Bergman,['Casablanca'],1,https://imdb.com/name/nm0000006?ref_=tt_cl_t_2
Paul Henreid,['Casablanca'],1,https://imdb.com/name/nm0002134?ref_=tt_cl_t_3
Claude Rains,"['Casablanca', ""Lawrence d'Arabie"", 'Mr. Smith au sénat']",3,https://imdb.com/name/nm0001647?ref_=tt_cl_t_4
Conrad Veidt,['Casablanca'],1,https://imdb.com/name/nm0891998?ref_=tt_cl_t_5
Sydney Greenstreet,['Casablanca'],1,https://imdb.com/name/nm0002113?ref_=tt_cl_t_6
Peter Lorre,"['Casablanca', 'M le maudit']",2,https://imdb.com/name/nm0000048?ref_=tt_cl_t_7
S.Z. Sakall,['Casablanca'],1,https://imdb.com/name/nm0757064?ref_=tt_cl_t_8
Madeleine Lebeau,['Casablanca'],1,https://imdb.com/name/nm0495495?ref_=tt_cl_t_9
Dooley Wilson,['Casablanca'],1,https://imdb.com/name/nm0933330?ref_=tt_cl_t_10
Miles Teller,"['Whiplash', 'Top Gun: Maverick']",2,https://imdb.com/name/nm1886602?ref_=tt_cl_t_1
J.K. Simmons,"['Whiplash', 'La légende de Klaus']",2,https://imdb.com/name/nm0799777?ref_=tt_cl_t_2
Melissa Benoist,['Whiplash'],1,https://imdb.com/name/nm2552034?ref_=tt_cl_t_3
Paul Reiser,"['Whiplash', 'Aliens : Le Retour']",2,https://imdb.com/name/nm0001663?ref_=tt_cl_t_4
Austin Stowell,['Whiplash'],1,https://imdb.com/name/nm3271473?ref_=tt_cl_t_5
Nate Lang,['Whiplash'],1,https://imdb.com/name/nm4336119?ref_=tt_cl_t_6
Chris Mulkey,['Whiplash'],1,https://imdb.com/name/nm0611889?ref_=tt_cl_t_7
Damon Gupton,['Whiplash'],1,https://imdb.com/name/nm0348515?ref_=tt_cl_t_8
Suanne Spoke,['Whiplash'],1,https://imdb.com/name/nm0819320?ref_=tt_cl_t_9
Max Kasch,['Whiplash'],1,https://imdb.com/name/nm1045739?ref_=tt_cl_t_10
Tom Cruise,['Top Gun: Maverick'],1,https://imdb.com/name/nm0000129?ref_=tt_cl_t_1
Jennifer Connelly,"['Top Gun: Maverick', 'Requiem for a Dream', ""Un homme d'exception""]",3,https://imdb.com/name/nm0000124?ref_=tt_cl_t_2
Val Kilmer,"['Top Gun: Maverick', 'Heat']",2,https://imdb.com/name/nm0000174?ref_=tt_cl_t_4
Bashir Salahuddin,['Top Gun: Maverick'],1,https://imdb.com/name/nm1506981?ref_=tt_cl_t_5
Jon Hamm,['Top Gun: Maverick'],1,https://imdb.com/name/nm0358316?ref_=tt_cl_t_6
Charles Parnell,['Top Gun: Maverick'],1,https://imdb.com/name/nm0663174?ref_=tt_cl_t_7
Monica Barbaro,['Top Gun: Maverick'],1,https://imdb.com/name/nm4834815?ref_=tt_cl_t_8
Lewis Pullman,['Top Gun: Maverick'],1,https://imdb.com/name/nm5730649?ref_=tt_cl_t_9
Jay Ellis,['Top Gun: Maverick'],1,https://imdb.com/name/nm1337350?ref_=tt_cl_t_10
François Cluzet,['Intouchables'],1,https://imdb.com/name/nm0167388?ref_=tt_cl_t_1
Omar Sy,['Intouchables'],1,https://imdb.com/name/nm1082477?ref_=tt_cl_t_2
Anne Le Ny,['Intouchables'],1,https://imdb.com/name/nm0494504?ref_=tt_cl_t_3
Audrey Fleurot,['Intouchables'],1,https://imdb.com/name/nm1109153?ref_=tt_cl_t_4
Joséphine de Meaux,['Intouchables'],1,https://imdb.com/name/nm1525639?ref_=tt_cl_t_5
Clotilde Mollet,"['Intouchables', ""Le fabuleux destin d'Amélie Poulain""]",2,https://imdb.com/name/nm0597042?ref_=tt_cl_t_6
Alba Gaïa Bellugi,['Intouchables'],1,https://imdb.com/name/nm2031248?ref_=tt_cl_t_7
Cyril Mendy,['Intouchables'],1,https://imdb.com/name/nm3994610?ref_=tt_cl_t_8
Salimata Kamate,['Intouchables'],1,https://imdb.com/name/nm5511912?ref_=tt_cl_t_9
Absa Diatou Toure,['Intouchables'],1,https://imdb.com/name/nm5511483?ref_=tt_cl_t_10
Charles Chaplin,"['Les temps modernes', 'Les lumières de la ville', 'Le Dictateur', 'Le Kid', ""La ruée vers l'or""]",5,https://imdb.com/name/nm0000122?ref_=tt_cl_t_1
Paulette Goddard,"['Les temps modernes', 'Le Dictateur']",2,https://imdb.com/name/nm0002104?ref_=tt_cl_t_2
Henry Bergman,"['Les temps modernes', 'Le Kid', ""La ruée vers l'or""]",3,https://imdb.com/name/nm0074788?ref_=tt_cl_t_3
Tiny Sandford,['Les temps modernes'],1,https://imdb.com/name/nm0761866?ref_=tt_cl_t_4
Chester Conklin,['Les temps modernes'],1,https://imdb.com/name/nm0174682?ref_=tt_cl_t_5
Hank Mann,"['Les temps modernes', 'Les lumières de la ville']",2,https://imdb.com/name/nm0003424?ref_=tt_cl_t_6
Stanley Blystone,['Les temps modernes'],1,https://imdb.com/name/nm0090008?ref_=tt_cl_t_7
Al Ernest Garcia,"['Les temps modernes', 'Les lumières de la ville']",2,https://imdb.com/name/nm0305087?ref_=tt_cl_t_8
Richard Alexander,['Les temps modernes'],1,https://imdb.com/name/nm0018685?ref_=tt_cl_t_9
Cecil Reynolds,['Les temps modernes'],1,https://imdb.com/name/nm0721637?ref_=tt_cl_t_10
Tatsuya Nakadai,"['Harakiri', ""Entre le ciel et l'enfer"", 'Ran', 'Le garde du corps']",4,https://imdb.com/name/nm0619938?ref_=tt_cl_t_1
Akira Ishihama,['Harakiri'],1,https://imdb.com/name/nm0410968?ref_=tt_cl_t_2
Shima Iwashita,['Harakiri'],1,https://imdb.com/name/nm0412615?ref_=tt_cl_t_3
Tetsurô Tanba,['Harakiri'],1,https://imdb.com/name/nm0848533?ref_=tt_cl_t_4
Masao Mishima,['Harakiri'],1,https://imdb.com/name/nm0592756?ref_=tt_cl_t_5
Ichirô Nakatani,['Harakiri'],1,https://imdb.com/name/nm0368049?ref_=tt_cl_t_6
Kei Satô,['Harakiri'],1,https://imdb.com/name/nm0766225?ref_=tt_cl_t_7
Yoshio Inaba,['Harakiri'],1,https://imdb.com/name/nm0408343?ref_=tt_cl_t_8
Hisashi Igawa,"['Harakiri', 'Ran']",2,https://imdb.com/name/nm0407030?ref_=tt_cl_t_9
Tôru Takeuchi,['Harakiri'],1,https://imdb.com/name/nm1372205?ref_=tt_cl_t_10
Tsutomu Tatsumi,['Le tombeau des lucioles'],1,https://imdb.com/name/nm0851302?ref_=tt_cl_t_1
Ayano Shiraishi,['Le tombeau des lucioles'],1,https://imdb.com/name/nm0794186?ref_=tt_cl_t_2
Akemi Yamaguchi,['Le tombeau des lucioles'],1,https://imdb.com/name/nm0945312?ref_=tt_cl_t_3
Yoshiko Shinohara,['Le tombeau des lucioles'],1,https://imdb.com/name/nm0794002?ref_=tt_cl_t_4
Kôzô Hashida,['Le tombeau des lucioles'],1,https://imdb.com/name/nm12329614?ref_=tt_cl_t_5
Masayo Sakai,['Le tombeau des lucioles'],1,https://imdb.com/name/nm10735745?ref_=tt_cl_t_6
Kazumi Nozaki,['Le tombeau des lucioles'],1,https://imdb.com/name/nm12329615?ref_=tt_cl_t_7
Yoshio Matsuoka,['Le tombeau des lucioles'],1,https://imdb.com/name/nm4410046?ref_=tt_cl_t_8
Masahiro Kanetake,['Le tombeau des lucioles'],1,https://imdb.com/name/nm12329616?ref_=tt_cl_t_9
Kiyoshi Yanagawa,['Le tombeau des lucioles'],1,https://imdb.com/name/nm6979973?ref_=tt_cl_t_10
Charles Bronson,"[""Il était une fois dans l'Ouest"", 'La Grande Évasion']",2,https://imdb.com/name/nm0000314?ref_=tt_cl_t_2
Claudia Cardinale,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0001012?ref_=tt_cl_t_3
Jason Robards,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0001673?ref_=tt_cl_t_4
Gabriele Ferzetti,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0275213?ref_=tt_cl_t_5
Paolo Stoppa,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0832375?ref_=tt_cl_t_6
Woody Strode,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0834754?ref_=tt_cl_t_7
Jack Elam,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0001181?ref_=tt_cl_t_8
Keenan Wynn,"[""Il était une fois dans l'Ouest"", ""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",2,https://imdb.com/name/nm0943978?ref_=tt_cl_t_9
Frank Wolff,"[""Il était une fois dans l'Ouest""]",1,https://imdb.com/name/nm0938231?ref_=tt_cl_t_10
Grace Kelly,"['Fenêtre sur cour', 'Le crime était presque parfait']",2,https://imdb.com/name/nm0000038?ref_=tt_cl_t_2
Wendell Corey,['Fenêtre sur cour'],1,https://imdb.com/name/nm0179819?ref_=tt_cl_t_3
Thelma Ritter,"['Fenêtre sur cour', 'Ève...']",2,https://imdb.com/name/nm0728812?ref_=tt_cl_t_4
Raymond Burr,['Fenêtre sur cour'],1,https://imdb.com/name/nm0000994?ref_=tt_cl_t_5
Judith Evelyn,['Fenêtre sur cour'],1,https://imdb.com/name/nm0263393?ref_=tt_cl_t_6
Ross Bagdasarian,['Fenêtre sur cour'],1,https://imdb.com/name/nm0046564?ref_=tt_cl_t_7
Georgine Darcy,['Fenêtre sur cour'],1,https://imdb.com/name/nm0201045?ref_=tt_cl_t_8
Sara Berner,['Fenêtre sur cour'],1,https://imdb.com/name/nm0076700?ref_=tt_cl_t_9
